abs,brand,compression_ratio,coupe_type,cylinder_bore,doors,fuel_consumption_combined,fuel_tank_volume,fuel_type,generation,kerb_weight,minimum_turning_circle,model,modification,number_of_cylinders,number_of_gears,number_of_valves_per_cylinder,piston_stroke,position_of_cylinders,power,seats,torque,wheelbase 
NULL,Citroen,9,Combi,74 mm.,5,NULL,40 l,Petrol (Gasoline),Ami 10 Break,815 kg.,11.1 m,AMI,1.0 Super (54 Hp),4,4,2,59 mm.,Boxer,54 hp/6500 rpm.,4,68 Nm/3500 rpm.,2400 mm.
NULL,Citroen,9,Combi,74 mm.,5,NULL,32 l,Petrol (Gasoline),AMI 8 Break,725 kg.,11.4 m,AMI,0.6 (33 Hp),2,4,2,70 mm.,Boxer,33 hp,4,42 Nm/4000 rpm.,2400 mm.
NULL,Citroen,8.75,Cabriolet,90 mm.,2,NULL,65 l,Petrol (Gasoline),DS III Cabriolet Chapron,1335 kg.,11 m,DS,21 (115 Hp),4,4,2,85.5 mm.,Inline,115 hp/5500 rpm.,2,171 Nm/4000 rpm.,3125 mm.
yes,Citroen,NULL,"Minivan, MPV",NULL,5,5.6-5.8 l/100 km.,57 l,Petrol (Gasoline),C4 Grand SpaceTourer,2150 kg.,NULL,C4,1.6 THP (165 Hp) Automatic,4,6,4,NULL,Inline,165 hp/6000 rpm.,7,240 Nm/1400 rpm.,2840 mm.
yes,Citroen,NULL,"Minivan, MPV",NULL,5,4.1-4.3 l/100 km.,55 l,Diesel,C4 Grand SpaceTourer,2250 kg.,NULL,C4,2.0 BlueHDi (150 Hp),4,6,4,NULL,Inline,150 hp/4000 rpm.,7,370 Nm/2000 rpm.,2840 mm.
NULL,Citroen,8.75,Sedan,93.5 mm.,4,NULL,65 l,Petrol (Gasoline),DS III,1350 kg.,11 m,DS,23 Injection (130 Hp) Automatic,4,3,2,85.5 mm.,Inline,130 hp/5250 rpm.,5,195 Nm/2500 rpm.,3125 mm.
NULL,Citroen,8.75,Combi,93.5 mm.,5,NULL,65 l,Petrol (Gasoline),DS Break,1435 kg.,12 m,DS,23 (115 Hp),4,5,2,85.5 mm.,Inline,115 hp/5500 rpm.,5,183 Nm/3500 rpm.,3125 mm.
yes,Dacia,9.2,Sedan,76 mm.,5,7.1 l/100 km.,45 l,Petrol (Gasoline),Nova,910 kg.,NULL,Nova,1.4 (62 Hp),4,5,2,77 mm.,Inline,62 hp/5500 rpm.,5,93 Nm/3500 rpm.,2475 mm.
yes,Daewoo,9.2,Sedan,76.5 mm.,4,7.3 l/100 km.,50 l,Petrol (Gasoline),Nexia (KLETN),1036 kg.,NULL,Nexia,1.5 i 16V (90 Hp) Automatic,4,4,4,81.5 mm.,Inline,90 hp/4800 rpm.,5,137 Nm/3400 rpm.,2520 mm.
NULL,Daewoo,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Nexia (KLETN),NULL,NULL,Nexia,1.8 i (101 Hp),NULL,NULL,NULL,NULL,NULL,101 hp,NULL,NULL,NULL
yes,Daewoo,9.2,Sedan,76.5 mm.,4,7.3 l/100 km.,50 l,Petrol (Gasoline),Nexia (KLETN),1036 kg.,NULL,Nexia,1.5 i 16V (90 Hp),4,5,4,81.5 mm.,Inline,90 hp/4800 rpm.,5,137 Nm/3400 rpm.,2520 mm.
NULL,Daewoo,NULL,NULL,76.5 mm.,NULL,NULL,NULL,Petrol (Gasoline),Gentra,NULL,NULL,Gentra,1.5i R4 16V (106 Hp),4,NULL,4,81.5 mm.,Inline,106 hp/5500 rpm.,NULL,137 Nm/4000 rpm.,NULL
yes,Daewoo,10,Cabriolet,90.9 mm.,2,NULL,NULL,Petrol (Gasoline),G2X,1330 kg.,NULL,G2X,2.4i (170 Hp),4,5,4,88.4 mm.,Inline,170 hp/6600 rpm.,2,220 Nm/4800 rpm.,2415 mm.
yes,Daewoo,10,Cabriolet,90.9 mm.,2,NULL,NULL,Petrol (Gasoline),G2X,1330 kg.,NULL,G2X,2.4i (170 Hp) Automatic,4,5,4,88.4 mm.,Inline,170 hp/6600 rpm.,2,220 Nm/4800 rpm.,2415 mm.
NULL,Dacia,8.5,NULL,73 mm.,NULL,NULL,NULL,Petrol (Gasoline),1300 Combi,NULL,NULL,1300,1.3 (54 Hp),4,4,2,77 mm.,Inline,54 hp/5250 rpm.,NULL,88 Nm/3000 rpm.,2440 mm.
NULL,Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Mira Gino II,NULL,NULL,Mira Gino,0.7 (58 Hp) 4WD,NULL,NULL,NULL,NULL,NULL,58 hp,NULL,NULL,NULL
NULL,Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Mira Gino II,NULL,NULL,Mira Gino,0.7 (58 Hp) FWD,NULL,NULL,NULL,NULL,NULL,58 hp,NULL,NULL,NULL
yes,Daihatsu,9.5,Off-road vehicle,76 mm.,3,NULL,60 l,Petrol (Gasoline),Feroza Hard Top (F300),1220 kg.,NULL,Feroza,1.6 i 16V (95 Hp),4,5,4,87.6 mm.,Inline,95 hp/5700 rpm.,4,128 Nm/4800 rpm.,2175 mm.
yes,Daihatsu,9.5,Off-road vehicle,76 mm.,3,NULL,60 l,Petrol (Gasoline),Feroza Soft Top (F300),1325 kg.,NULL,Feroza,1.6 i 16V (95 Hp),4,5,4,87.6 mm.,Inline,95 hp/5700 rpm.,4,128 Nm/4800 rpm.,2175 mm.
yes,Daihatsu,9.5,Minivan,66.6 mm.,5,NULL,32 l,Petrol (Gasoline),Move (L9),755 kg.,9.3 m,Move,0.8 i 12V (42 Hp),3,5,4,81 mm.,Inline,42 hp/5300 rpm.,4,67 Nm/3200 rpm.,2300 mm.
NULL,Daewoo,9,NULL,79 mm.,NULL,NULL,NULL,Petrol (Gasoline),Gentra,NULL,NULL,Gentra,1.6i  R4 16V (109 Hp),4,NULL,4,81.5 mm.,Inline,109 hp/6200 rpm.,NULL,150 Nm/3500 rpm.,NULL
NULL,Dodge,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Magnum,NULL,NULL,Magnum,3.5 i V6 24V AWD (254 Hp),NULL,NULL,NULL,NULL,NULL,254 hp,NULL,NULL,NULL
NULL,Dodge,NULL,Off-road vehicle,NULL,5,6.5 l/100 km.,NULL,Diesel,Journey,1895 kg.,NULL,Journey,2.0 TD (140 Hp) SXT,4,6,4,NULL,Inline,140 hp/4000 rpm.,7,310 Nm,2690 mm.
NULL,Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Charmant (A),NULL,NULL,Charmant,1.3 (A35) (65 Hp),NULL,NULL,NULL,NULL,NULL,65 hp,NULL,NULL,NULL
NULL,Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Charmant (A),NULL,NULL,Charmant,1.6 (A45) (75 Hp),NULL,NULL,NULL,NULL,NULL,75 hp,NULL,NULL,NULL
NULL,Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Charmant (A),NULL,NULL,Charmant,1.6 (A60) (82 Hp),NULL,NULL,NULL,NULL,NULL,82 hp,NULL,NULL,NULL
NULL,Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Charmant (A),NULL,NULL,Charmant,1.6 (A60) (78 Hp),NULL,NULL,NULL,NULL,NULL,78 hp,NULL,NULL,NULL
NULL,Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Charmant (A),NULL,NULL,Charmant,1.6 (A60) (83 Hp),NULL,NULL,NULL,NULL,NULL,83 hp,NULL,NULL,NULL
yes,Daihatsu,9.5,Hatchback,66.6 mm.,3/5,NULL,32 l,Petrol (Gasoline),Cuore V (L5),640 kg.,NULL,Cuore,0.8 (42 Hp),3,5,4,81 mm.,Inline,42 hp/5300 rpm.,5,67 Nm/3200 rpm.,2300 mm.
yes,Daewoo,NULL,Minivan,NULL,3,NULL,37 l,Petrol (Gasoline),Damas,NULL,NULL,Damas,0.8 i (38 Hp),3,5,2,NULL,Inline,38 hp/5000 rpm.,2,64 Nm/3000 rpm.,1840 mm.
yes,Daewoo,NULL,Minivan,NULL,5,6.5 l/100 km.,37 l,Petrol (Gasoline),Damas II,NULL,NULL,Damas,0.8 (38 Hp),3,5,2,NULL,Inline,38 hp/5000 rpm.,7,64 Nm/3000 rpm.,1840 mm.
yes,Dodge,10.5,Hatchback,88 mm.,5,9.6 l/100 km.,77.6 l,Petrol (Gasoline),Journey,1805 kg.,11.9 m,Journey,2.4 i 16V (170 Hp),4,4,4,97 mm.,Inline,170 hp/6000 rpm.,7,220 Nm/4500 rpm.,2890 mm.
NULL,Dodge,NULL,Off-road vehicle,NULL,5,7.0 l/100 km.,NULL,Diesel,Journey,1895 kg.,NULL,Journey,2.0 TD (140 Hp) SXT Automatic,4,6,4,NULL,Inline,140 hp/4000 rpm.,7,310 Nm,2690 mm.
yes,Dodge,9.7,Off-road vehicle,86 mm.,5,10.3 l/100 km.,77.6 l,Petrol (Gasoline),Journey,1805 kg.,11.9 m,Journey,2.7 (185 Hp),6,4,4,78.5 mm.,V engine,185 hp/6400 rpm.,7,256 Nm/4000 rpm.,2890 mm.
NULL,Dodge,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Magnum,NULL,NULL,Magnum,5.7 i V8 AWD (345 Hp),NULL,NULL,NULL,NULL,NULL,345 hp,NULL,NULL,NULL
yes,Daihatsu,9.5,Sedan,76 mm.,4,7 l/100 km.,50 l,Petrol (Gasoline),Charade IV (G200),935 kg.,9.6 m,Charade,1.5 i 16V SX 4WD (90 Hp),4,4,4,82.6 mm.,Inline,90 hp/6200 rpm.,5,119 Nm/3600 rpm.,2395 mm.
yes,Daihatsu,9.5,Sedan,76 mm.,4,7.2 l/100 km.,50 l,Petrol (Gasoline),Charade IV (G200),875 kg.,9.6 m,Charade,1.6 i 16V (105 Hp),4,4,4,87.6 mm.,Inline,105 hp/6000 rpm.,5,134 Nm/4800 rpm.,2395 mm.
NULL,Lada,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),21106,NULL,NULL,2110,2.0 (150 Hp),NULL,NULL,NULL,NULL,NULL,150 hp,NULL,NULL,NULL
NULL,Lada,NULL,Sedan,NULL,4,7.2 l/100 km.,43 l,Petrol (Gasoline),21104,1040 kg.,NULL,2110,1.6 i 16V (90 Hp),4,5,4,NULL,Inline,90 hp/5000 rpm.,5,131 Nm/3700 rpm.,2492 mm.
NULL,Lada,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),21101,NULL,NULL,2110,1.6 i (76 Hp),NULL,NULL,NULL,NULL,NULL,76 hp,NULL,NULL,NULL
NULL,Lada,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),21112,NULL,NULL,2111,1.6 i 16V (90 Hp),NULL,NULL,NULL,NULL,NULL,90 hp,NULL,NULL,NULL
NULL,Lada,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),21111,NULL,NULL,2111,1.6 i (76 Hp),NULL,NULL,NULL,NULL,NULL,76 hp,NULL,NULL,NULL
NULL,Lada,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),21121,NULL,NULL,2112,1.6 i (76 Hp),NULL,NULL,NULL,NULL,NULL,76 hp,NULL,NULL,NULL
NULL,Lada,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),21124,NULL,NULL,2112,1.6 i 16V (90 Hp),NULL,NULL,NULL,NULL,NULL,90 hp,NULL,NULL,NULL
NULL,Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Altis,NULL,NULL,Altis,2.4 i 16V 4WD (159 Hp),NULL,NULL,NULL,NULL,NULL,159 hp,NULL,NULL,NULL
yes,Daihatsu,8.6,Minivan,68 mm.,4,NULL,46 l,Petrol (Gasoline),Atrai/extol,960 kg.,NULL,Atrai/extol,0.7 i V12 (64 Hp),3,5,4,60.5 mm.,Inline,64 hp/6400 rpm.,7,107 Nm/3600 rpm.,2420 mm.
yes,Daihatsu,NULL,Hatchback,71 mm.,5,NULL,33 l,Petrol (Gasoline),Ayla (facelift 2017),770-800 kg.,NULL,Ayla,1.0 (65 Hp),3,5,4,84 mm.,Inline,65 hp/6000 rpm.,5,86 Nm/3600 rpm.,2455 mm.
yes,Daihatsu,NULL,Hatchback,71 mm.,5,NULL,33 l,Petrol (Gasoline),Ayla (facelift 2017),790-820 kg.,NULL,Ayla,1.0 (65 Hp) Automatic,3,4,4,84 mm.,Inline,65 hp/6000 rpm.,5,86 Nm/3600 rpm.,2455 mm.
NULL,Daihatsu,10,Hatchback,68 mm.,5,NULL,NULL,Petrol (Gasoline),Ceria/Perodua Kancil/Kelisa,NULL,NULL,Ceria,0.66L (31 Hp),3,5,2,60.5 mm.,Inline,31 hp/6000 rpm.,4,49 Nm/4000 rpm.,NULL
NULL,Daihatsu,9.5,Hatchback,66.6 mm.,5,NULL,NULL,Petrol (Gasoline),Ceria/Perodua Kancil/Kelisa,NULL,NULL,Ceria,0.85L R3 12V (50 Hp),3,3,4,81 mm.,Inline,50 hp/5500 rpm.,4,74 Nm/3800 rpm.,NULL
NULL,Daihatsu,10,Hatchback,72 mm.,5,NULL,NULL,Petrol (Gasoline),Ceria/Perodua Kancil/Kelisa,NULL,NULL,Ceria,1.0L R3 12V (56 Hp),3,4,4,81 mm.,Inline,56 hp/5200 rpm.,4,88 Nm/3600 rpm.,NULL
NULL,Lada,8.5,NULL,79 mm.,NULL,NULL,NULL,Petrol (Gasoline),21063,NULL,NULL,2106,1.3 (64 Hp),4,NULL,2,66 mm.,Inline,64 hp/5600 rpm.,NULL,92 Nm/3400 rpm.,NULL
NULL,Lada,8.5,NULL,76 mm.,NULL,NULL,NULL,Petrol (Gasoline),21061,NULL,NULL,2106,1.5 (72 Hp),4,NULL,2,80 mm.,Inline,72 hp/5600 rpm.,NULL,104 Nm/3400 rpm.,NULL
yes,Ferrari,13.5,Coupe,94 mm.,2,15 l/100 km.,92 l,Petrol (Gasoline),F12 Berlinetta,;,NULL,F12,6.3 V12 (740Hp),12,7,NULL,75.2 mm.,V engine,740 hp/8250 rpm.,4,690 Nm/6000 rpm.,2720 mm.
NULL,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),Dino GT4 (208/308),NULL,NULL,Dino,208 (170 Hp),NULL,NULL,NULL,NULL,NULL,170 hp,2,NULL,NULL
NULL,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),Dino GT4 (208/308),NULL,NULL,Dino,308 (255 Hp),NULL,NULL,NULL,NULL,NULL,255 hp,2,NULL,NULL
NULL,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),512 BB,NULL,NULL,512,4.9 (322 Hp),NULL,NULL,NULL,NULL,NULL,322 hp,2,NULL,NULL
yes,Ferrari,11,Coupe - Cabriolet,92 mm.,2,NULL,NULL,Petrol (Gasoline),California,NULL,NULL,California,4.3 i V8 32V (460 Hp),8,NULL,4,81 mm.,V engine,460 hp/9000 rpm.,2,NULL,NULL
yes,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),488 Pista,1280 kg.,NULL,488,3.9 V8 (720 Hp) DCT,8,7 DCT,NULL,NULL,V engine,720 hp/8000 rpm.,2,770 Nm/3000 rpm.,NULL
yes,Ferrari,NULL,Cabriolet,NULL,2,NULL,NULL,Petrol (Gasoline),488 Pista Spider,1380 kg.,NULL,488,3.9 V8 (720 Hp) DCT,8,7 DCT,NULL,NULL,V engine,720 hp/8000 rpm.,2,770 Nm/3000 rpm.,NULL
yes,Ferrari,12.5,Coupe,NULL,2,13.3 l/100 km.,NULL,Petrol (Gasoline),458 Italia,1380 kg.,NULL,458,4.5 V8 (570 Hp),8,7,NULL,NULL,V engine,570 hp/9000 rpm.,4,540 Nm/6000 rpm.,2650 mm.
yes,Ferrari,12.5,Coupe,NULL,2,13.3 l/100 km.,NULL,Petrol (Gasoline),458 Italia,1380 kg.,NULL,458,4.5 V8 (570 Hp) Automatic,8,7,NULL,NULL,V engine,570 hp/9000 rpm.,4,540 Nm/6000 rpm.,2650 mm.
NULL,Ferrari,9.2,Coupe,82 mm.,2,NULL,120 l,Petrol (Gasoline),512 BB,1499 kg.,NULL,512,4.9 (340 Hp),12,5,2,78 mm.,NULL,340 hp/6000 rpm.,2,NULL,2500 mm.
yes,Ferrari,10.4,Coupe,82 mm.,2,15.6 l/100 km.,100 l,Petrol (Gasoline),512 M,1630 kg.,NULL,512,F512 M (440 Hp),12,5,4,78 mm.,V engine,440 hp/6750 rpm.,2,500 Nm/5500 rpm.,2550 mm.
NULL,Ferrari,11.2,Coupe,92 mm.,2,21.3 l/100 km.,105 l,Petrol (Gasoline),599 GTB Fiorano,1690 kg.,NULL,599,6.0 i V12 48V (620),12,6,4,75.2 mm.,V engine,620 hp/7600 rpm.,2,608 Nm/5600 rpm.,2750 mm.
NULL,Ferrari,10.8,Cabriolet,88 mm.,2,NULL,114 l,Petrol (Gasoline),Barchetta,1690 kg.,NULL,Barchetta,550 (485 Hp),12,6,4,75 mm.,V engine,485 hp/7000 rpm.,2,569 Nm/5000 rpm.,2500 mm.
yes,Ferrari,11.2,Coupe,89 mm.,2,12.7 l/100 km.,108 l,Petrol (Gasoline),612 Scaglietti,1840 kg.,NULL,612 Scaglietti,5.7 i V12 48V (540 Hp) Automatic,12,6,4,77 mm.,V engine,540 hp/7250 rpm.,2+2,589 Nm/5250 rpm.,2950 mm.
yes,Ferrari,12.2,Coupe - Cabriolet,94 mm.,2,13.1 l/100 km.,78 l,Petrol (Gasoline),California,1735 kg.,NULL,California,4.3 V8 (490Hp),8,6,NULL,77.4 mm.,V engine,490 hp/7750 rpm.,2,505 Nm/5000 rpm.,2670 mm.
yes,Ferrari,12.2,Coupe - Cabriolet,94 mm.,2,13.1 l/100 km.,78 l,Petrol (Gasoline),California,1735 kg.,NULL,California,4.3 V8 (490Hp) Automatic,8,7,NULL,77.4 mm.,V engine,490 hp/7750 rpm.,2,505 Nm/5000 rpm.,2670 mm.
yes,Ferrari,9.4,Coupe - Cabriolet,86.5 mm.,2,10.5 l/100 km.,78 l,Petrol (Gasoline),California T,;,NULL,California,3.9 V8 (560 Hp),8,7 dual clutch,4,82 mm.,V engine,560 hp/7500 rpm.,2,755 Nm/4750 rpm.,2670 mm.
yes,Ferrari,11.2,Coupe,92 mm.,2,23 l/100 km.,110 l,Petrol (Gasoline),Enzo,1365 kg.,NULL,Enzo,6.0 V12 (660 Hp),12,6,5,75.2 mm.,V engine,660 hp/7800 rpm.,2,657 Nm/5500 rpm.,2650 mm.
NULL,Lada,8.5,NULL,76 mm.,NULL,NULL,NULL,Petrol (Gasoline),21053,NULL,NULL,2105,1.5i (71 Hp),4,NULL,2,80 mm.,Inline,71 hp/5600 rpm.,NULL,104 Nm/3400 rpm.,NULL
NULL,Lada,8.5,NULL,79 mm.,NULL,NULL,NULL,Petrol (Gasoline),21054,NULL,NULL,2105,1.6i (74 Hp),4,NULL,2,80 mm.,Inline,74 hp/5400 rpm.,NULL,114 Nm/3400 rpm.,NULL
NULL,Lada,8.5,NULL,76 mm.,NULL,NULL,NULL,Petrol (Gasoline),21053,NULL,NULL,2105,1.5 (71 Hp),4,NULL,2,80 mm.,Inline,71 hp/5600 rpm.,NULL,104 Nm/3400 rpm.,NULL
NULL,Lada,9.9,NULL,82 mm.,NULL,NULL,NULL,Petrol (Gasoline),21083,NULL,NULL,2108,1.5 (70 Hp),4,NULL,2,71 mm.,Inline,70 hp/5600 rpm.,NULL,1064 Nm/3500 rpm.,NULL
NULL,Lada,9.9,Hatchback,82 mm.,5,NULL,NULL,Petrol (Gasoline),21083,NULL,NULL,2108,1.5 i (78 Hp) 21083-20,4,NULL,2,71 mm.,Inline,78 hp/5400 rpm.,NULL,115 Nm/3000 rpm.,NULL
NULL,Ferrari,9.6,Coupe,82 mm.,2,18.2 l/100 km.,116 l,Petrol (Gasoline),412 I,1805 kg.,NULL,412,4.9 V12 (340 Hp),12,5,2,78 mm.,V engine,340 hp/6000 rpm.,4,451 Nm/4200 rpm.,2700 mm.
yes,Ferrari,11,Cabriolet,85 mm.,2,17.9 l/100 km.,95 l,Petrol (Gasoline),360 Modena Spider,1460 kg.,NULL,360,360 Spider (400 Hp),8,6,5,79 mm.,V engine,400 hp/8500 rpm.,2,373 Nm/4750 rpm.,2600 mm.
yes,Fiat,16.5,SUV,83 mm.,5,NULL,55 l,Diesel,500X Cross/City Cross (facelift 2019),1495 kg.,11.05 m,500,2.0 MultiJet II (150 Hp) AWD Automatic,4,9,4,90.4 mm.,Inline,150 hp/4000 rpm.,5,350 Nm/1500 rpm.,2570 mm.
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Argenta (132A),NULL,NULL,Argenta,2000 i.e. (122 Hp),NULL,NULL,NULL,NULL,NULL,122 hp,NULL,NULL,NULL
yes,Fiat,NULL,Sedan,NULL,NULL,4.7 l/100 km.,50 l,Diesel,Albea,NULL,NULL,Albea,1.3 m-jet (70 Hp),NULL,5,NULL,NULL,NULL,70 hp/4000 rpm.,5,NULL,NULL
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Argenta (132A),NULL,NULL,Argenta,2000 (113 Hp),NULL,NULL,NULL,NULL,NULL,113 hp,NULL,NULL,NULL
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Argenta (132A),NULL,NULL,Argenta,2000 Volumex (135 Hp),NULL,NULL,NULL,NULL,NULL,135 hp,NULL,NULL,NULL
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Argenta (132A),NULL,NULL,Argenta,2500 Diesel (72 Hp),NULL,NULL,NULL,NULL,NULL,72 hp,NULL,NULL,NULL
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Argenta (132A),NULL,NULL,Argenta,2500 Turbodiesel (90 Hp),NULL,NULL,NULL,NULL,NULL,90 hp,NULL,NULL,NULL
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),900   T/E Pulmino,NULL,NULL,900   T/E,0.9 (35 Hp),NULL,NULL,NULL,NULL,NULL,35 hp,NULL,NULL,NULL
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),900   T/E Panorama,NULL,NULL,900   T/E,0.9 (35 Hp),NULL,NULL,NULL,NULL,NULL,35 hp,NULL,NULL,NULL
yes,Fiat,11.2,Hatchback,80.5 mm.,5,NULL,48 l,Petrol (Gasoline),Argo,1223 kg.,10.5 m,Argo,1.8 E-Torq (130 Hp),4,5,4,85.8 mm.,Inline,130 hp/5250 rpm.,5,182 Nm/3750 rpm.,2521 mm.
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Cinquecento,NULL,NULL,Cinquecento,0.9 (41 Hp),NULL,NULL,NULL,NULL,NULL,41 hp,NULL,NULL,NULL
yes,Fiat,11.2,Hatchback,80.5 mm.,5,NULL,48 l,Petrol (Gasoline),Argo,1223 kg.,10.5 m,Argo,1.8 E-Torq (130 Hp) Automatic,4,6,4,85.8 mm.,Inline,130 hp/5250 rpm.,5,182 Nm/3750 rpm.,2521 mm.
NULL,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),208/308,NULL,NULL,208/308,208 Turbo (220 Hp),NULL,NULL,NULL,NULL,NULL,220 hp,2,NULL,NULL
NULL,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),208/308,NULL,NULL,208/308,308 GTB Qv (240 Hp),NULL,NULL,NULL,NULL,NULL,240 hp,2,NULL,NULL
NULL,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),208/308,NULL,NULL,208/308,308 GTS Qv (240 Hp),NULL,NULL,NULL,NULL,NULL,240 hp,2,NULL,NULL
NULL,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),208/308,NULL,NULL,208/308,308 GTB (255 Hp),NULL,NULL,NULL,NULL,NULL,255 hp,2,NULL,NULL
NULL,Ferrari,NULL,Coupe,NULL,2,NULL,NULL,Petrol (Gasoline),208/308,NULL,NULL,208/308,308 GTS (255 Hp),NULL,NULL,NULL,NULL,NULL,255 hp,2,NULL,NULL
yes,Ferrari,10.8,Coupe,85 mm.,2,NULL,95 l,Petrol (Gasoline),348 TB,1370 kg.,NULL,348,3.4 i V8 32V (320 Hp),8,5,4,75 mm.,V engine,320 hp/7200 rpm.,2,324 Nm/5000 rpm.,2450 mm.
yes,Ferrari,10.8,Targa,85 mm.,2,9.5 l/100 km.,95 l,Petrol (Gasoline),348 Spider,1400 kg.,NULL,348,3.4 V8 32V (300 Hp),8,5,4,75 mm.,V engine,300 hp/7200 rpm.,2,324 Nm/4200 rpm.,2450 mm.
yes,Ferrari,10.8,Targa,85 mm.,2,NULL,95 l,Petrol (Gasoline),348 Spider,1370 kg.,NULL,348,3.4 V8 32V (320 Hp),8,5,4,75 mm.,V engine,320 hp/7200 rpm.,2,324 Nm/5000 rpm.,2450 mm.
yes,Ferrari,10.8,Cabriolet,85 mm.,2,14.3 l/100 km.,88 l,Petrol (Gasoline),348 TS,1440 kg.,NULL,348,3.4 i V8 32V (320 Hp),8,5,4,75 mm.,V engine,320 hp/7500 rpm.,2,324 Nm/5000 rpm.,2450 mm.
yes,Ferrari,11,Coupe,85 mm.,2,17.9 l/100 km.,95 l,Petrol (Gasoline),360 Modena,1400 kg.,NULL,360,360 F1 (400 Hp),8,6,5,79 mm.,V engine,400 hp/8500 rpm.,2,373 Nm/4750 rpm.,2600 mm.
NULL,Ferrari,9.6,Coupe,82 mm.,2,NULL,116 l,Petrol (Gasoline),412 I,NULL,NULL,412,4.9 V12 (340 Hp) Automatic,12,3,2,78 mm.,V engine,340 hp/6000 rpm.,4,451 Nm/4200 rpm.,2700 mm.
yes,Ferrari,11.3,Coupe,92 mm.,2,18.3 l/100 km.,95 l,Petrol (Gasoline),430,1450 kg.,NULL,430,4.3 i V8 32V (490 Hp),8,5,4,81 mm.,V engine,490 hp/8500 rpm.,2,465 Nm/5250 rpm.,2600 mm.
yes,Ferrari,10.6,Coupe,88 mm.,2,18 l/100 km.,110 l,Petrol (Gasoline),456 GT,1790 kg.,NULL,456,5.5 (F116) (442 Hp),12,6,4,75 mm.,V engine,442 hp/6250 rpm.,2+2,550 Nm/4500 rpm.,2600 mm.
yes,Ferrari,10.6,Coupe,88 mm.,2,NULL,110 l,Petrol (Gasoline),456 GT,1890 kg.,NULL,456,5.5 i V12 48V GTA (442 Hp),12,4,4,75 mm.,V engine,442 hp/6250 rpm.,4,550 Nm/4500 rpm.,2600 mm.
yes,Ferrari,11.3,Cabriolet,92 mm.,2,NULL,95 l,Petrol (Gasoline),430 Spider,1520 kg.,NULL,430,4.3 i V8 32V (490 Hp),8,7,4,81 mm.,V engine,490 hp/8500 rpm.,2,465 Nm/5250 rpm.,2600 mm.
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),132,NULL,NULL,132,2.0 (112 Hp),NULL,NULL,NULL,NULL,NULL,112 hp,NULL,NULL,NULL
NULL,Fiat,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),132,NULL,NULL,132,2.0 D (60 Hp),NULL,NULL,NULL,NULL,NULL,60 hp,NULL,NULL,NULL
